GEO.id,Id
HC01_MOE_VC31,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC02_EST_VC31,Native; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC02_MOE_VC31,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC03_EST_VC31,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC03_MOE_VC31,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC04_EST_VC31,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC04_MOE_VC31,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC05_EST_VC31,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC05_MOE_VC31,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC01_EST_VC32,"Total; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_MOE_VC32,"Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_EST_VC32,"Native; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_MOE_VC32,"Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_EST_VC32,"Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_MOE_VC32,"Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_EST_VC32,"Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_MOE_VC32,"Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_EST_VC32,"Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_MOE_VC32,"Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_EST_VC33,Total; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_MOE_VC33,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_EST_VC33,Native; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_MOE_VC33,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_EST_VC33,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_MOE_VC33,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_EST_VC33,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_MOE_VC33,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_EST_VC33,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_MOE_VC33,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_EST_VC34,Total; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC01_MOE_VC34,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC02_EST_VC34,Native; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC02_MOE_VC34,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC03_EST_VC34,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC03_MOE_VC34,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC04_EST_VC34,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC04_MOE_VC34,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC05_EST_VC34,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC05_MOE_VC34,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC01_EST_VC36,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_MOE_VC36,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_EST_VC36,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_MOE_VC36,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_EST_VC36,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_MOE_VC36,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_EST_VC36,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_MOE_VC36,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_EST_VC36,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_MOE_VC36,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_EST_VC37,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_MOE_VC37,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_EST_VC37,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_MOE_VC37,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_EST_VC37,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_MOE_VC37,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_EST_VC37,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_MOE_VC37,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_EST_VC37,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_MOE_VC37,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_EST_VC38,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC38,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC38,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC38,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC38,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC38,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC38,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC38,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_EST_VC38,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_MOE_VC38,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC39,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_MOE_VC39,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_EST_VC39,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_MOE_VC39,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_EST_VC39,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_MOE_VC39,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_EST_VC39,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_MOE_VC39,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_EST_VC39,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_MOE_VC39,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_EST_VC40,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_MOE_VC40,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_EST_VC40,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_MOE_VC40,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_EST_VC40,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_MOE_VC40,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_EST_VC40,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_MOE_VC40,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_EST_VC40,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_MOE_VC40,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_EST_VC41,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_MOE_VC41,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_EST_VC41,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_MOE_VC41,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_EST_VC41,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_MOE_VC41,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_EST_VC41,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_MOE_VC41,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC05_EST_VC41,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC05_MOE_VC41,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_EST_VC43,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_MOE_VC43,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_EST_VC43,Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_MOE_VC43,Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_EST_VC43,Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_MOE_VC43,Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_EST_VC43,Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_MOE_VC43,Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC05_EST_VC43,Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC05_MOE_VC43,Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_EST_VC44,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_MOE_VC44,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_EST_VC44,Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_MOE_VC44,Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_EST_VC44,Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_MOE_VC44,Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_EST_VC44,Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_MOE_VC44,Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC05_EST_VC44,Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC05_MOE_VC44,Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_EST_VC45,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC01_MOE_VC45,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC02_EST_VC45,"Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC02_MOE_VC45,"Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC03_EST_VC45,"Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC03_MOE_VC45,"Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC04_EST_VC45,"Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC04_MOE_VC45,"Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC05_EST_VC45,"Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC05_MOE_VC45,"Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English ""very well"""
HC01_EST_VC46,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_MOE_VC46,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_EST_VC46,"Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_MOE_VC46,"Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_EST_VC46,"Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_MOE_VC46,"Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_EST_VC46,"Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_MOE_VC46,"Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC05_EST_VC46,"Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC05_MOE_VC46,"Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_EST_VC47,Total; Estimate; Civilian employed population 16 years and over
HC01_MOE_VC47,Total; Margin of Error; Civilian employed population 16 years and over
HC02_EST_VC47,Native; Estimate; Civilian employed population 16 years and over
HC02_MOE_VC47,Native; Margin of Error; Civilian employed population 16 years and over
HC03_EST_VC47,Foreign born; Estimate; Civilian employed population 16 years and over
HC03_MOE_VC47,Foreign born; Margin of Error; Civilian employed population 16 years and over
HC04_EST_VC47,Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over
HC04_MOE_VC47,Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over
HC05_EST_VC47,Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over
HC05_MOE_VC47,Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over
HC01_EST_VC49,"Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC01_MOE_VC49,"Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC02_EST_VC49,"Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC02_MOE_VC49,"Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC03_EST_VC49,"Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC03_MOE_VC49,"Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC04_EST_VC49,"Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC04_MOE_VC49,"Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC05_EST_VC49,"Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC05_MOE_VC49,"Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC01_EST_VC50,Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC01_MOE_VC50,Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC02_EST_VC50,Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC02_MOE_VC50,Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC03_EST_VC50,Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC03_MOE_VC50,Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC04_EST_VC50,Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC04_MOE_VC50,Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC05_EST_VC50,Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC05_MOE_VC50,Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Service occupations
HC01_EST_VC51,Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC01_MOE_VC51,Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC02_EST_VC51,Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC02_MOE_VC51,Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC03_EST_VC51,Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC03_MOE_VC51,Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC04_EST_VC51,Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC04_MOE_VC51,Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC05_EST_VC51,Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC05_MOE_VC51,Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Sales and office occupations
HC01_EST_VC52,"Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC01_MOE_VC52,"Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC02_EST_VC52,"Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC02_MOE_VC52,"Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC03_EST_VC52,"Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC03_MOE_VC52,"Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC04_EST_VC52,"Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC04_MOE_VC52,"Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC05_EST_VC52,"Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC05_MOE_VC52,"Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Farming, fishing, and forestry occupations"
HC01_EST_VC53,"Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC01_MOE_VC53,"Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC02_EST_VC53,"Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC02_MOE_VC53,"Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC03_EST_VC53,"Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC03_MOE_VC53,"Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC04_EST_VC53,"Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC04_MOE_VC53,"Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC05_EST_VC53,"Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC05_MOE_VC53,"Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Construction, extraction, maintenance, and repair occupations"
HC01_EST_VC54,"Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC01_MOE_VC54,"Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC02_EST_VC54,"Native; Estimate; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC02_MOE_VC54,"Native; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC03_EST_VC54,"Foreign born; Estimate; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC03_MOE_VC54,"Foreign born; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC04_EST_VC54,"Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC04_MOE_VC54,"Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC05_EST_VC54,"Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC05_MOE_VC54,"Foreign born; Not a U.S. citizen; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Production, transportation, and material moving occupations"
HC01_EST_VC56,"Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC01_MOE_VC56,"Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_EST_VC56,"Native; Estimate; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_MOE_VC56,"Native; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_EST_VC56,"Foreign born; Estimate; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_MOE_VC56,"Foreign born; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC04_EST_VC56,"Foreign born; Naturalized citizen; Estimate; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC04_MOE_VC56,"Foreign born; Naturalized citizen; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC05_EST_VC56,"Foreign born; Not a U.S. citizen; Estimate; Civilian employed population 16 years and over - INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
