GEO.id,Id
HC03_EST_VC43,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC03_MOE_VC43,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC04_EST_VC43,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC04_MOE_VC43,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC05_EST_VC43,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC05_MOE_VC43,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC01_EST_VC46,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_MOE_VC46,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_EST_VC46,Native; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_MOE_VC46,Native; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_EST_VC46,Foreign born; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_MOE_VC46,Foreign born; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_EST_VC46,Foreign born; Naturalized citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_MOE_VC46,Foreign born; Naturalized citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC05_EST_VC46,Foreign born; Not a U.S. citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC05_MOE_VC46,Foreign born; Not a U.S. citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_EST_VC47,"Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC01_MOE_VC47,"Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC02_EST_VC47,"Native; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC02_MOE_VC47,"Native; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC03_EST_VC47,"Foreign born; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC03_MOE_VC47,"Foreign born; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC04_EST_VC47,"Foreign born; Naturalized citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC04_MOE_VC47,"Foreign born; Naturalized citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC05_EST_VC47,"Foreign born; Not a U.S. citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC05_MOE_VC47,"Foreign born; Not a U.S. citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC01_EST_VC48,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC01_MOE_VC48,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC02_EST_VC48,Native; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC02_MOE_VC48,Native; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC03_EST_VC48,Foreign born; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC03_MOE_VC48,Foreign born; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC04_EST_VC48,Foreign born; Naturalized citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC04_MOE_VC48,Foreign born; Naturalized citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC05_EST_VC48,Foreign born; Not a U.S. citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC05_MOE_VC48,Foreign born; Not a U.S. citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC01_EST_VC49,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC01_MOE_VC49,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC02_EST_VC49,Native; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC02_MOE_VC49,Native; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC03_EST_VC49,Foreign born; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC03_MOE_VC49,Foreign born; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_EST_VC49,Foreign born; Naturalized citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_MOE_VC49,Foreign born; Naturalized citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC05_EST_VC49,Foreign born; Not a U.S. citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC05_MOE_VC49,Foreign born; Not a U.S. citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC01_EST_VC50,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_MOE_VC50,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_EST_VC50,Native; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_MOE_VC50,Native; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_EST_VC50,Foreign born; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_MOE_VC50,Foreign born; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_EST_VC50,Foreign born; Naturalized citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_MOE_VC50,Foreign born; Naturalized citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC05_EST_VC50,Foreign born; Not a U.S. citizen; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC05_MOE_VC50,Foreign born; Not a U.S. citizen; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_EST_VC53,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_MOE_VC53,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_EST_VC53,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_MOE_VC53,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_EST_VC53,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_MOE_VC53,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_EST_VC53,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_MOE_VC53,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_EST_VC53,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_MOE_VC53,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_EST_VC54,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_MOE_VC54,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_EST_VC54,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_MOE_VC54,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_EST_VC54,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_MOE_VC54,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_EST_VC54,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_MOE_VC54,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_EST_VC54,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_MOE_VC54,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_EST_VC55,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC55,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC55,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC55,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC55,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC55,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC55,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC55,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_EST_VC55,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_MOE_VC55,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC56,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_MOE_VC56,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_EST_VC56,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_MOE_VC56,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_EST_VC56,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_MOE_VC56,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_EST_VC56,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_MOE_VC56,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_EST_VC56,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_MOE_VC56,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_EST_VC57,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_MOE_VC57,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_EST_VC57,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_MOE_VC57,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_EST_VC57,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_MOE_VC57,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_EST_VC57,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_MOE_VC57,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_EST_VC57,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_MOE_VC57,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_EST_VC58,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_MOE_VC58,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_EST_VC58,Native; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_MOE_VC58,Native; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_EST_VC58,Foreign born; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_MOE_VC58,Foreign born; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_EST_VC58,Foreign born; Naturalized citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_MOE_VC58,Foreign born; Naturalized citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC05_EST_VC58,Foreign born; Not a U.S. citizen; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC05_MOE_VC58,Foreign born; Not a U.S. citizen; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_EST_VC61,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_MOE_VC61,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_EST_VC61,Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_MOE_VC61,Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_EST_VC61,Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_MOE_VC61,Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_EST_VC61,Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_MOE_VC61,Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC05_EST_VC61,Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC05_MOE_VC61,Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_EST_VC62,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC01_MOE_VC62,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC02_EST_VC62,Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC02_MOE_VC62,Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC03_EST_VC62,Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC03_MOE_VC62,Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC04_EST_VC62,Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC04_MOE_VC62,Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC05_EST_VC62,Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC05_MOE_VC62,Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC01_EST_VC63,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_MOE_VC63,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_EST_VC63,Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_MOE_VC63,Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_EST_VC63,Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_MOE_VC63,Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_EST_VC63,Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_MOE_VC63,Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC05_EST_VC63,Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC05_MOE_VC63,Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_EST_VC64,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_MOE_VC64,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_EST_VC64,"Native; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_MOE_VC64,"Native; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_EST_VC64,"Foreign born; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_MOE_VC64,"Foreign born; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_EST_VC64,"Foreign born; Naturalized citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_MOE_VC64,"Foreign born; Naturalized citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC05_EST_VC64,"Foreign born; Not a U.S. citizen; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC05_MOE_VC64,"Foreign born; Not a U.S. citizen; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_EST_VC67,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC01_MOE_VC67,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC02_EST_VC67,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC02_MOE_VC67,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC03_EST_VC67,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC03_MOE_VC67,Foreign born; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC04_EST_VC67,Foreign born; Naturalized citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC04_MOE_VC67,Foreign born; Naturalized citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC05_EST_VC67,Foreign born; Not a U.S. citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC05_MOE_VC67,Foreign born; Not a U.S. citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC01_EST_VC68,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC01_MOE_VC68,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC02_EST_VC68,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC02_MOE_VC68,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC03_EST_VC68,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC03_MOE_VC68,Foreign born; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC04_EST_VC68,Foreign born; Naturalized citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC04_MOE_VC68,Foreign born; Naturalized citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC05_EST_VC68,Foreign born; Not a U.S. citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC05_MOE_VC68,Foreign born; Not a U.S. citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC01_EST_VC69,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC01_MOE_VC69,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC02_EST_VC69,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC02_MOE_VC69,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC03_EST_VC69,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC03_MOE_VC69,Foreign born; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC04_EST_VC69,Foreign born; Naturalized citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC04_MOE_VC69,Foreign born; Naturalized citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC05_EST_VC69,Foreign born; Not a U.S. citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC05_MOE_VC69,Foreign born; Not a U.S. citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC01_EST_VC70,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC01_MOE_VC70,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC02_EST_VC70,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC02_MOE_VC70,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC03_EST_VC70,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC03_MOE_VC70,Foreign born; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC04_EST_VC70,Foreign born; Naturalized citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC04_MOE_VC70,Foreign born; Naturalized citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC05_EST_VC70,Foreign born; Not a U.S. citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC05_MOE_VC70,Foreign born; Not a U.S. citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC01_EST_VC71,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC01_MOE_VC71,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC02_EST_VC71,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC02_MOE_VC71,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC03_EST_VC71,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC03_MOE_VC71,Foreign born; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC04_EST_VC71,Foreign born; Naturalized citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC04_MOE_VC71,Foreign born; Naturalized citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC05_EST_VC71,Foreign born; Not a U.S. citizen; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC05_MOE_VC71,Foreign born; Not a U.S. citizen; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC01_EST_VC72,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC01_MOE_VC72,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_EST_VC72,Native; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_MOE_VC72,Native; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC03_EST_VC72,Foreign born; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
